DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2025-06-23 258 2558 Mississippi - Cash 4 Midday               46 020   2.33 032   2.49  052    2.02
2025-06-23 389 3889 Texas - Daily 4 Night                     10 019   2.22 031   2.41  057    2.22
2025-06-23 456 4456 Indiana - Daily 4 Evening                 64 022   2.57 030   2.33  052    2.02
2025-06-23 489 4489 Tri-State (ME, NH & VT) - Pick 4 Evening  21 019   2.22 029   2.26  054    2.10
2025-06-23 567 5667 Atlantic Canada - Lotto 4                 13 019   2.22 028   2.18  043    1.67
2025-06-24 013 0013 Pennsylvania - Pick 4 Evening             NA 019   2.22 026   2.02  050    1.94
2025-06-24 013 0133 Rhode Island - Numbers Game Midday        NA 019   2.22 026   2.02  050    1.94
2025-06-24 023 0023 Tennessee - Cash 4 Morning                NA 013   1.52 023   1.79  052    2.02
2025-06-24 046 0046 New Jersey - Pick 4 Evening               NA 018   2.10 023   1.79  048    1.87
2025-06-24 078 0788 Georgia - Cash 4 Night                    NA 018   2.10 024   1.87  038    1.48
2025-06-24 129 1129 South Carolina - Pick 4 Evening           30 025   2.92 029   2.26  045    1.75
2025-06-24 179 1179 Connecticut - Play 4 Night                38 016   1.87 025   1.94  053    2.06
2025-06-24 236 2236 Québec - Quotidienne 4                    21 018   2.10 029   2.26  047    1.83
2025-06-24 239 2239 Puerto Rico - Pega 4 Noche                67 014   1.63 023   1.79  052    2.02
2025-06-24 246 2446 New York - Win 4 Midday                   01 021   2.45 027   2.10  050    1.94
2025-06-24 257 2577 Mississippi - Cash 4 Midday               53 012   1.40 021   1.63  052    2.02
2025-06-24 279 2279 Pennsylvania - Pick 4 Day                 24 020   2.33 025   1.94  043    1.67
2025-06-24 348 3348 Tri-State (ME, NH & VT) - Pick 4 Day      45 015   1.75 026   2.02  038    1.48
2025-06-24 456 4456 Ohio - Pick 4 Evening                     30 022   2.57 030   2.33  052    2.02
2025-06-24 489 4899 Florida - Pick 4 Midday                   44 019   2.22 029   2.26  054    2.10
2025-06-24 489 4889 Michigan - Daily 4 Midday                 62 019   2.22 029   2.26  054    2.10
2025-06-24 579 5779 Western Canada - Pick 4                   21 018   2.10 026   2.02  039    1.52
2025-06-24 589 5589 Mississippi - Cash 4 Evening              75 014   1.63 026   2.02  054    2.10
2025-06-24 679 6679 Texas - Daily 4 Morning                   21 017   1.98 031   2.41  046    1.79
2025-06-24 679 6779 Virginia - Pick 4 Night                   72 017   1.98 031   2.41  046    1.79
2025-06-25 012 0122 Tennessee - Cash 4 Evening                NA 023   2.68 030   2.33  049    1.91
2025-06-25 017 0117 Tri-State (ME, NH & VT) - Pick 4 Day      NA 018   2.10 027   2.10  046    1.79
2025-06-25 019 0019 North Carolina - Pick 4 Daytime           NA 018   2.10 023   1.79  054    2.10
2025-06-25 023 0023 South Carolina - Pick 4 Midday            NA 013   1.52 023   1.79  052    2.02
2025-06-25 027 0027 Kentucky - Pick 4 Midday                  NA 020   2.33 029   2.26  051    1.98
2025-06-25 028 0028 Washington, D.C. - DC-4 1:50pm            NA 017   1.98 033   2.57  054    2.10
2025-06-25 048 0048 Iowa - Pick 4 Midday                      NA 021   2.45 031   2.41  059    2.29
2025-06-25 245 2245 Connecticut - Play 4 Night                08 013   1.52 031   2.41  052    2.02
2025-06-25 245 2445 Georgia - Cash 4 Evening                  14 013   1.52 031   2.41  052    2.02
2025-06-25 249 2449 Puerto Rico - Pega 4 Noche                62 021   2.45 033   2.57  060    2.33
2025-06-25 357 3577 Indiana - Daily 4 Midday                  24 020   2.33 030   2.33  059    2.29
2025-06-25 378 3378 Florida - Pick 4 Evening                  22 020   2.33 027   2.10  060    2.33
2025-06-25 459 4559 Massachusetts - Numbers Game Evening      01 017   1.98 024   1.87  056    2.18
2025-06-25 679 6779 Kentucky - Pick 4 Evening                 04 017   1.98 031   2.41  046    1.79
2025-06-26 018 0188 Delaware - Play 4 Day                     NA 023   2.68 034   2.64  061    2.37
2025-06-26 027 0227 Connecticut - Play 4 Day                  NA 020   2.33 029   2.26  051    1.98
2025-06-26 038 0038 Oregon - Pick 4 10pm                      NA 021   2.45 030   2.33  058    2.26
2025-06-26 135 1135 Washington, D.C. - DC-4 11:30pm           47 023   2.68 030   2.33  051    1.98
2025-06-26 146 1146 New Mexico - Pick 4 Day                   21 018   2.10 025   1.94  055    2.14
2025-06-26 168 1668 Florida - Pick 4 Midday                   11 018   2.10 024   1.87  042    1.63
2025-06-26 169 1699 South Carolina - Pick 4 Evening           09 018   2.10 031   2.41  056    2.18
2025-06-26 348 3448 Oregon - Pick 4 1pm                       68 015   1.75 026   2.02  038    1.48
2025-06-26 357 3557 Florida - Pick 4 Evening                  55 020   2.33 030   2.33  059    2.29
2025-06-26 357 3577 Texas - Daily 4 Night                     75 020   2.33 030   2.33  059    2.29
2025-06-26 456 4556 Atlantic Canada - Lotto 4                 06 022   2.57 030   2.33  052    2.02
2025-06-26 489 4489 Massachusetts - Numbers Game Evening      03 019   2.22 029   2.26  054    2.10
2025-06-26 589 5589 Georgia - Cash 4 Evening                  22 014   1.63 026   2.02  054    2.10
2025-06-27 067 0677 Missouri - Pick 4 Midday                  NA 019   2.22 027   2.10  050    1.94
2025-06-27 078 0078 New York - Win 4 Evening                  NA 018   2.10 024   1.87  038    1.48
2025-06-27 078 0778 New York - Win 4 Midday                   NA 018   2.10 024   1.87  038    1.48
2025-06-27 246 2446 Tri-State (ME, NH & VT) - Pick 4 Evening  13 021   2.45 027   2.10  050    1.94
2025-06-27 279 2779 Ontario - Pick 4 Evening                  09 020   2.33 025   1.94  043    1.67
2025-06-27 348 3348 Michigan - Daily 4 Midday                 36 015   1.75 026   2.02  038    1.48
2025-06-27 589 5589 Atlantic Canada - Lotto 4                 07 014   1.63 026   2.02  054    2.10
2025-06-27 789 7899 Québec - Quotidienne 4                    61 021   2.45 031   2.41  061    2.37
2025-06-28 017 0017 Indiana - Daily 4 Evening                 NA 018   2.10 027   2.10  046    1.79
2025-06-28 019 0119 Louisiana - Pick 4                        NA 018   2.10 023   1.79  054    2.10
2025-06-28 027 0277 Québec - Quotidienne 4                    NA 020   2.33 029   2.26  051    1.98
2025-06-28 038 0388 Georgia - Cash 4 Evening                  NA 021   2.45 030   2.33  058    2.26
2025-06-28 048 0448 North Carolina - Pick 4 Daytime           NA 021   2.45 031   2.41  059    2.29
2025-06-28 129 1229 Kentucky - Pick 4 Midday                  41 025   2.92 029   2.26  045    1.75
2025-06-28 129 1299 Texas - Daily 4 Evening                   15 025   2.92 029   2.26  045    1.75
2025-06-28 149 1149 Virginia - Pick 4 Day                     45 018   2.10 025   1.94  043    1.67
2025-06-28 167 1677 Pennsylvania - Pick 4 Evening             02 020   2.33 029   2.26  053    2.06
2025-06-28 167 1667 Washington, D.C. - DC-4 11:30pm           61 020   2.33 029   2.26  053    2.06
2025-06-28 169 1669 Ohio - Pick 4 Evening                     57 018   2.10 031   2.41  056    2.18
2025-06-28 257 2577 California - Daily 4                      68 012   1.40 021   1.63  052    2.02
2025-06-28 348 3448 Illinois - Pick 4 Evening                 67 015   1.75 026   2.02  038    1.48
2025-06-28 348 3448 Pennsylvania - Pick 4 Day                 19 015   1.75 026   2.02  038    1.48
2025-06-28 378 3778 Oregon - Pick 4 7pm                       09 020   2.33 027   2.10  060    2.33
2025-06-28 389 3899 Tennessee - Cash 4 Midday                 65 019   2.22 031   2.41  057    2.22
2025-06-28 457 4457 Missouri - Pick 4 Midday                  42 024   2.80 035   2.72  054    2.10
2025-06-29 018 0118 Rhode Island - Numbers Game Midday        NA 023   2.68 034   2.64  061    2.37
2025-06-29 046 0446 North Carolina - Pick 4 Evening           NA 018   2.10 023   1.79  048    1.87
2025-06-29 129 1299 Massachusetts - Numbers Game Midday       12 025   2.92 029   2.26  045    1.75
2025-06-29 135 1355 South Carolina - Pick 4 Evening           78 023   2.68 030   2.33  051    1.98
2025-06-29 167 1677 Ohio - Pick 4 Evening                     13 020   2.33 029   2.26  053    2.06
2025-06-29 239 2239 Pennsylvania - Pick 4 Evening             07 014   1.63 023   1.79  052    2.02
2025-06-29 246 2246 Louisiana - Pick 4                        12 021   2.45 027   2.10  050    1.94
2025-06-29 345 3345 Delaware - Play 4 Night                   02 019   2.22 028   2.18  051    1.98
2025-06-29 357 3357 Virginia - Pick 4 Night                   27 020   2.33 030   2.33  059    2.29
2025-06-29 567 5677 New Jersey - Pick 4 Evening               17 019   2.22 028   2.18  043    1.67
2025-06-29 589 5889 Oregon - Pick 4 1pm                       04 014   1.63 026   2.02  054    2.10
2025-06-30 025 0225 Rhode Island - Numbers Game Midday        NA 019   2.22 025   1.94  049    1.91
2025-06-30 029 0229 Tennessee - Cash 4 Morning                NA 019   2.22 030   2.33  053    2.06
2025-06-30 038 0338 Michigan - Daily 4 Evening                NA 021   2.45 030   2.33  058    2.26
2025-06-30 067 0677 Mississippi - Cash 4 Evening              NA 019   2.22 027   2.10  050    1.94
2025-06-30 129 1129 New Mexico - Pick 4 Day                   60 025   2.92 029   2.26  045    1.75
2025-06-30 145 1145 Missouri - Pick 4 Evening                 20 014   1.63 026   2.02  049    1.91
2025-06-30 145 1455 West Virginia - Daily 4                   72 014   1.63 026   2.02  049    1.91
2025-06-30 167 1167 New York - Win 4 Evening                  19 020   2.33 029   2.26  053    2.06
2025-06-30 169 1699 Iowa - Pick 4 Midday                      25 018   2.10 031   2.41  056    2.18
2025-06-30 245 2445 Rhode Island - Numbers Game Evening       25 013   1.52 031   2.41  052    2.02
2025-06-30 258 2558 Michigan - Daily 4 Midday                 22 020   2.33 032   2.49  052    2.02
2025-06-30 278 2778 Québec - Quotidienne 4                    49 028   3.27 037   2.88  057    2.22
2025-06-30 345 3455 Connecticut - Play 4 Night                09 019   2.22 028   2.18  051    1.98
2025-06-30 345 3345 New Mexico - Pick 4 Evening               68 019   2.22 028   2.18  051    1.98
2025-06-30 345 3445 South Carolina - Pick 4 Evening           50 019   2.22 028   2.18  051    1.98
2025-06-30 348 3488 Wisconsin - Pick 4 Evening                01 015   1.75 026   2.02  038    1.48
2025-06-30 379 3799 Wisconsin - Pick 4 Midday                 17 019   2.22 031   2.41  053    2.06
2025-06-30 567 5667 Tri-State (ME, NH & VT) - Pick 4 Evening  27 019   2.22 028   2.18  043    1.67
2025-07-01 017 0117 Tri-State (ME, NH & VT) - Pick 4 Day      NA 018   2.10 027   2.10  046    1.79
2025-07-01 023 0223 Texas - Daily 4 Evening                   NA 013   1.52 023   1.79  052    2.02
2025-07-01 024 0024 Oregon - Pick 4 1pm                       NA 015   1.75 024   1.87  052    2.02
2025-07-01 024 0224 Tennessee - Cash 4 Midday                 NA 015   1.75 024   1.87  052    2.02
2025-07-01 046 0446 Massachusetts - Numbers Game Midday       NA 018   2.10 023   1.79  048    1.87
2025-07-01 048 0448 Mississippi - Cash 4 Midday               NA 021   2.45 031   2.41  059    2.29
2025-07-01 048 0448 New Jersey - Pick 4 Evening               NA 021   2.45 031   2.41  059    2.29
2025-07-01 145 1445 Connecticut - Play 4 Night                32 014   1.63 026   2.02  049    1.91
2025-07-01 145 1455 Georgia - Cash 4 Midday                   45 014   1.63 026   2.02  049    1.91
2025-07-01 146 1446 Pennsylvania - Pick 4 Day                 06 018   2.10 025   1.94  055    2.14
2025-07-01 167 1667 Connecticut - Play 4 Day                  13 020   2.33 029   2.26  053    2.06
2025-07-01 168 1168 Missouri - Pick 4 Midday                  55 018   2.10 024   1.87  042    1.63
2025-07-01 236 2366 New Mexico - Pick 4 Day                   13 018   2.10 029   2.26  047    1.83
2025-07-01 239 2239 Oregon - Pick 4 7pm                       49 014   1.63 023   1.79  052    2.02
2025-07-01 258 2588 Tennessee - Cash 4 Evening                32 020   2.33 032   2.49  052    2.02
2025-07-01 359 3559 Atlantic Canada - Lotto 4                 18 027   3.15 036   2.80  059    2.29
2025-07-01 389 3899 Iowa - Pick 4 Evening                     63 019   2.22 031   2.41  057    2.22
2025-07-01 489 4899 Iowa - Pick 4 Midday                      07 019   2.22 029   2.26  054    2.10
2025-07-02 038 0038 Oregon - Pick 4 10pm                      NA 021   2.45 030   2.33  058    2.26
2025-07-02 059 0559 Mississippi - Cash 4 Evening              NA 019   2.22 031   2.41  047    1.83
2025-07-02 168 1688 Tri-State (ME, NH & VT) - Pick 4 Day      06 018   2.10 024   1.87  042    1.63
2025-07-02 169 1669 Tennessee - Cash 4 Midday                 03 018   2.10 031   2.41  056    2.18
2025-07-02 245 2455 Iowa - Pick 4 Evening                     20 013   1.52 031   2.41  052    2.02
2025-07-02 246 2446 New Mexico - Pick 4 Evening               46 021   2.45 027   2.10  050    1.94
2025-07-02 378 3788 New Jersey - Pick 4 Evening               28 020   2.33 027   2.10  060    2.33
2025-07-02 567 5677 Iowa - Pick 4 Midday                      57 019   2.22 028   2.18  043    1.67
2025-07-02 679 6779 Idaho - Pick 4 Day                        34 017   1.98 031   2.41  046    1.79
2025-07-02 689 6889 Wisconsin - Pick 4 Midday                 46 024   2.80 034   2.64  055    2.14
2025-07-02 789 7899 North Carolina - Pick 4 Evening           03 021   2.45 031   2.41  061    2.37
2025-07-03 017 0117 Washington, D.C. - DC-4 1:50pm            NA 018   2.10 027   2.10  046    1.79
2025-07-03 024 0024 Georgia - Cash 4 Night                    NA 015   1.75 024   1.87  052    2.02
2025-07-03 078 0778 Oregon - Pick 4 7pm                       NA 018   2.10 024   1.87  038    1.48
2025-07-03 145 1455 Mississippi - Cash 4 Evening              65 014   1.63 026   2.02  049    1.91
2025-07-03 146 1146 Idaho - Pick 4 Night                      28 018   2.10 025   1.94  055    2.14
2025-07-03 168 1688 Idaho - Pick 4 Day                        18 018   2.10 024   1.87  042    1.63
2025-07-03 168 1668 Oregon - Pick 4 10pm                      71 018   2.10 024   1.87  042    1.63
2025-07-03 169 1169 Iowa - Pick 4 Midday                      25 018   2.10 031   2.41  056    2.18
2025-07-03 169 1699 Ontario - Pick 4 Midday                   18 018   2.10 031   2.41  056    2.18
2025-07-03 169 1699 West Virginia - Daily 4                   77 018   2.10 031   2.41  056    2.18
2025-07-03 589 5889 Illinois - Pick 4 Midday                  58 014   1.63 026   2.02  054    2.10
2025-07-03 789 7789 Kentucky - Pick 4 Evening                 06 021   2.45 031   2.41  061    2.37
2025-07-04 016 0116 Georgia - Cash 4 Midday                   NA 025   2.92 031   2.41  055    2.14
2025-07-04 018 0188 Ohio - Pick 4 Evening                     NA 023   2.68 034   2.64  061    2.37
2025-07-04 019 0199 Oregon - Pick 4 4pm                       NA 018   2.10 023   1.79  054    2.10
2025-07-04 027 0027 Connecticut - Play 4 Night                NA 020   2.33 029   2.26  051    1.98
2025-07-04 048 0048 Arkansas - Cash 4 Evening                 NA 021   2.45 031   2.41  059    2.29
2025-07-04 078 0788 Florida - Pick 4 Evening                  NA 018   2.10 024   1.87  038    1.48
2025-07-04 078 0788 Texas - Daily 4 Night                     NA 018   2.10 024   1.87  038    1.48
2025-07-04 167 1167 Georgia - Cash 4 Evening                  77 020   2.33 029   2.26  053    2.06
2025-07-04 257 2257 Florida - Pick 4 Midday                   57 012   1.40 021   1.63  052    2.02
2025-07-04 278 2778 Michigan - Daily 4 Midday                 18 028   3.27 037   2.88  057    2.22
2025-07-04 379 3799 Iowa - Pick 4 Midday                      71 019   2.22 031   2.41  053    2.06
2025-07-04 456 4566 Tennessee - Cash 4 Evening                24 022   2.57 030   2.33  052    2.02
2025-07-04 457 4577 New Mexico - Pick 4 Evening               24 024   2.80 035   2.72  054    2.10
2025-07-04 679 6799 Québec - Quotidienne 4                    57 017   1.98 031   2.41  046    1.79
2025-07-05 012 0012 New York - Win 4 Midday                   NA 023   2.68 030   2.33  049    1.91
2025-07-05 016 0116 Delaware - Play 4 Day                     NA 025   2.92 031   2.41  055    2.14
2025-07-05 016 0166 Iowa - Pick 4 Evening                     NA 025   2.92 031   2.41  055    2.14
2025-07-05 017 0017 Pennsylvania - Pick 4 Day                 NA 018   2.10 027   2.10  046    1.79
2025-07-05 038 0388 Rhode Island - Numbers Game Midday        NA 021   2.45 030   2.33  058    2.26
2025-07-05 059 0599 Washington, D.C. - DC-4 7:50pm            NA 019   2.22 031   2.41  047    1.83
2025-07-05 169 1169 Oregon - Pick 4 10pm                      21 018   2.10 031   2.41  056    2.18
2025-07-05 246 2446 West Virginia - Daily 4                   69 021   2.45 027   2.10  050    1.94
2025-07-05 249 2449 Arkansas - Cash 4 Evening                 67 021   2.45 033   2.57  060    2.33
2025-07-05 345 3445 Texas - Daily 4 Day                       37 019   2.22 028   2.18  051    1.98
2025-07-05 456 4566 Tennessee - Cash 4 Morning                20 022   2.57 030   2.33  052    2.02
2025-07-05 489 4889 Arkansas - Cash 4 Midday                  10 019   2.22 029   2.26  054    2.10
2025-07-05 567 5567 New Jersey - Pick 4 Midday                17 019   2.22 028   2.18  043    1.67
2025-07-05 689 6899 Oregon - Pick 4 7pm                       11 024   2.80 034   2.64  055    2.14
2025-07-05 789 7789 Virginia - Pick 4 Day                     77 021   2.45 031   2.41  061    2.37
2025-07-06 013 0113 Tennessee - Cash 4 Evening                NA 019   2.22 026   2.02  050    1.94
2025-07-06 023 0233 Michigan - Daily 4 Evening                NA 013   1.52 023   1.79  052    2.02
2025-07-06 027 0277 Louisiana - Pick 4                        NA 020   2.33 029   2.26  051    1.98
2025-07-06 028 0228 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 017   1.98 033   2.57  054    2.10
2025-07-06 029 0029 Georgia - Cash 4 Evening                  NA 019   2.22 030   2.33  053    2.06
2025-07-06 056 0056 Western Canada - Pick 4                   NA 016   1.87 024   1.87  052    2.02
2025-07-06 129 1229 Florida - Pick 4 Midday                   19 025   2.92 029   2.26  045    1.75
2025-07-06 129 1229 Ohio - Pick 4 Evening                     31 025   2.92 029   2.26  045    1.75
2025-07-06 149 1449 Washington, D.C. - DC-4 7:50pm            20 018   2.10 025   1.94  043    1.67
2025-07-06 168 1688 Pennsylvania - Pick 4 Evening             12 018   2.10 024   1.87  042    1.63
2025-07-06 168 1688 South Carolina - Pick 4 Evening           16 018   2.10 024   1.87  042    1.63
2025-07-06 179 1179 Michigan - Daily 4 Midday                 05 016   1.87 025   1.94  053    2.06
2025-07-06 179 1779 North Carolina - Pick 4 Evening           10 016   1.87 025   1.94  053    2.06
2025-07-06 238 2238 Illinois - Pick 4 Midday                  02 019   2.22 030   2.33  047    1.83
2025-07-06 238 2338 Rhode Island - Numbers Game Evening       04 019   2.22 030   2.33  047    1.83
2025-07-06 257 2257 Indiana - Daily 4 Midday                  23 012   1.40 021   1.63  052    2.02
2025-07-06 257 2577 Kentucky - Pick 4 Midday                  08 012   1.40 021   1.63  052    2.02
2025-07-06 379 3779 New Jersey - Pick 4 Evening               15 019   2.22 031   2.41  053    2.06
2025-07-06 679 6679 Washington, D.C. - DC-4 11:30pm           11 017   1.98 031   2.41  046    1.79
2025-07-07 013 0013 Rhode Island - Numbers Game Evening       NA 019   2.22 026   2.02  050    1.94
2025-07-07 017 0017 Idaho - Pick 4 Day                        NA 018   2.10 027   2.10  046    1.79
2025-07-07 017 0117 Illinois - Pick 4 Midday                  NA 018   2.10 027   2.10  046    1.79
2025-07-07 023 0233 Virginia - Pick 4 Day                     NA 013   1.52 023   1.79  052    2.02
2025-07-07 027 0277 Ohio - Pick 4 Midday                      NA 020   2.33 029   2.26  051    1.98
2025-07-07 027 0027 Oregon - Pick 4 10pm                      NA 020   2.33 029   2.26  051    1.98
2025-07-07 068 0688 Georgia - Cash 4 Midday                   NA 023   2.68 037   2.88  057    2.22
2025-07-07 068 0688 Michigan - Daily 4 Midday                 NA 023   2.68 037   2.88  057    2.22
2025-07-07 078 0788 Oregon - Pick 4 4pm                       NA 018   2.10 024   1.87  038    1.48
2025-07-07 146 1146 Delaware - Play 4 Day                     43 018   2.10 025   1.94  055    2.14
2025-07-07 149 1499 Western Canada - Pick 4                   53 018   2.10 025   1.94  043    1.67
2025-07-07 179 1779 Massachusetts - Numbers Game Midday       11 016   1.87 025   1.94  053    2.06
2025-07-07 238 2238 Texas - Daily 4 Morning                   11 019   2.22 030   2.33  047    1.83
2025-07-07 389 3389 Pennsylvania - Pick 4 Evening             62 019   2.22 031   2.41  057    2.22
2025-07-07 456 4456 Tri-State (ME, NH & VT) - Pick 4 Day      12 022   2.57 030   2.33  052    2.02
2025-07-07 459 4459 Texas - Daily 4 Day                       78 017   1.98 024   1.87  056    2.18
2025-07-07 789 7889 Arkansas - Cash 4 Evening                 40 021   2.45 031   2.41  061    2.37
2025-07-08 016 0116 Texas - Daily 4 Day                       NA 025   2.92 031   2.41  055    2.14
2025-07-08 017 0117 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 018   2.10 027   2.10  046    1.79
2025-07-08 019 0119 Iowa - Pick 4 Evening                     NA 018   2.10 023   1.79  054    2.10
2025-07-08 056 0566 Michigan - Daily 4 Midday                 NA 016   1.87 024   1.87  052    2.02
2025-07-08 067 0677 Tennessee - Cash 4 Morning                NA 019   2.22 027   2.10  050    1.94
2025-07-08 067 0067 Texas - Daily 4 Night                     NA 019   2.22 027   2.10  050    1.94
2025-07-08 149 1449 Western Canada - Pick 4                   53 018   2.10 025   1.94  043    1.67
2025-07-08 257 2557 Mississippi - Cash 4 Midday               53 012   1.40 021   1.63  052    2.02
2025-07-08 457 4557 Ohio - Pick 4 Evening                     07 024   2.80 035   2.72  054    2.10
2025-07-08 567 5677 Idaho - Pick 4 Night                      12 019   2.22 028   2.18  043    1.67
2025-07-09 013 0113 Western Canada - Pick 4                   NA 019   2.22 026   2.02  050    1.94
2025-07-09 023 0023 Texas - Daily 4 Morning                   NA 013   1.52 023   1.79  052    2.02
2025-07-09 028 0288 North Carolina - Pick 4 Evening           NA 017   1.98 033   2.57  054    2.10
2025-07-09 028 0028 Tri-State (ME, NH & VT) - Pick 4 Day      NA 017   1.98 033   2.57  054    2.10
2025-07-09 029 0299 Ohio - Pick 4 Midday                      NA 019   2.22 030   2.33  053    2.06
2025-07-09 067 0667 Wisconsin - Pick 4 Midday                 NA 019   2.22 027   2.10  050    1.94
2025-07-09 129 1229 Ontario - Pick 4 Evening                  39 025   2.92 029   2.26  045    1.75
2025-07-09 169 1169 Delaware - Play 4 Night                   22 018   2.10 031   2.41  056    2.18
2025-07-09 245 2445 Tennessee - Cash 4 Evening                21 013   1.52 031   2.41  052    2.02
2025-07-09 345 3455 Pennsylvania - Pick 4 Evening             25 019   2.22 028   2.18  051    1.98
2025-07-09 348 3348 New York - Win 4 Evening                  46 015   1.75 026   2.02  038    1.48
2025-07-09 357 3357 Idaho - Pick 4 Day                        19 020   2.33 030   2.33  059    2.29
2025-07-09 357 3357 Illinois - Pick 4 Evening                 41 020   2.33 030   2.33  059    2.29
2025-07-09 379 3779 Mississippi - Cash 4 Midday               28 019   2.22 031   2.41  053    2.06
2025-07-09 456 4456 Georgia - Cash 4 Midday                   26 022   2.57 030   2.33  052    2.02
2025-07-09 456 4566 Iowa - Pick 4 Evening                     74 022   2.57 030   2.33  052    2.02
2025-07-09 579 5779 Illinois - Pick 4 Midday                  03 018   2.10 026   2.02  039    1.52
2025-07-09 679 6799 New Mexico - Pick 4 Evening               39 017   1.98 031   2.41  046    1.79
2025-07-10 023 0233 Mississippi - Cash 4 Evening              NA 013   1.52 023   1.79  052    2.02
2025-07-10 024 0244 Florida - Pick 4 Evening                  NA 015   1.75 024   1.87  052    2.02
2025-07-10 025 0225 Missouri - Pick 4 Midday                  NA 019   2.22 025   1.94  049    1.91
2025-07-10 025 0255 Virginia - Pick 4 Night                   NA 019   2.22 025   1.94  049    1.91
2025-07-10 038 0388 Puerto Rico - Pega 4 Día                  NA 021   2.45 030   2.33  058    2.26
2025-07-10 048 0448 Wisconsin - Pick 4 Evening                NA 021   2.45 031   2.41  059    2.29
2025-07-10 167 1677 Massachusetts - Numbers Game Midday       11 020   2.33 029   2.26  053    2.06
2025-07-10 169 1699 Illinois - Pick 4 Evening                 23 018   2.10 031   2.41  056    2.18
2025-07-10 257 2577 Oregon - Pick 4 7pm                       16 012   1.40 021   1.63  052    2.02
2025-07-10 378 3778 Michigan - Daily 4 Evening                17 020   2.33 027   2.10  060    2.33
2025-07-10 379 3779 Florida - Pick 4 Midday                   50 019   2.22 031   2.41  053    2.06
2025-07-10 579 5779 Tri-State (ME, NH & VT) - Pick 4 Day      40 018   2.10 026   2.02  039    1.52
2025-07-11 019 0119 Tennessee - Cash 4 Midday                 NA 018   2.10 023   1.79  054    2.10
2025-07-11 025 0255 Georgia - Cash 4 Midday                   NA 019   2.22 025   1.94  049    1.91
2025-07-11 025 0025 Illinois - Pick 4 Midday                  NA 019   2.22 025   1.94  049    1.91
2025-07-11 046 0466 Idaho - Pick 4 Night                      NA 018   2.10 023   1.79  048    1.87
2025-07-11 145 1445 Kentucky - Pick 4 Midday                  48 014   1.63 026   2.02  049    1.91
2025-07-11 168 1668 Texas - Daily 4 Day                       14 018   2.10 024   1.87  042    1.63
2025-07-11 169 1699 Wisconsin - Pick 4 Midday                 72 018   2.10 031   2.41  056    2.18
2025-07-11 238 2238 Connecticut - Play 4 Night                77 019   2.22 030   2.33  047    1.83
2025-07-11 279 2799 North Carolina - Pick 4 Daytime           15 020   2.33 025   1.94  043    1.67
2025-07-11 357 3357 Tennessee - Cash 4 Morning                07 020   2.33 030   2.33  059    2.29
2025-07-11 378 3788 Massachusetts - Numbers Game Midday       02 020   2.33 027   2.10  060    2.33
2025-07-11 379 3799 California - Daily 4                      28 019   2.22 031   2.41  053    2.06
2025-07-11 379 3379 Delaware - Play 4 Night                   20 019   2.22 031   2.41  053    2.06
2025-07-11 589 5899 Québec - Quotidienne 4                    12 014   1.63 026   2.02  054    2.10
2025-07-11 679 6799 Tennessee - Cash 4 Evening                50 017   1.98 031   2.41  046    1.79
2025-07-11 789 7889 Virginia - Pick 4 Night                   64 021   2.45 031   2.41  061    2.37
2025-07-12 018 0118 Florida - Pick 4 Midday                   NA 023   2.68 034   2.64  061    2.37
2025-07-12 023 0223 Michigan - Daily 4 Midday                 NA 013   1.52 023   1.79  052    2.02
2025-07-12 046 0466 Tennessee - Cash 4 Morning                NA 018   2.10 023   1.79  048    1.87
2025-07-12 059 0559 Delaware - Play 4 Day                     NA 019   2.22 031   2.41  047    1.83
2025-07-12 059 0559 Michigan - Daily 4 Evening                NA 019   2.22 031   2.41  047    1.83
2025-07-12 149 1149 Rhode Island - Numbers Game Evening       09 018   2.10 025   1.94  043    1.67
2025-07-12 169 1669 Tri-State (ME, NH & VT) - Pick 4 Evening  08 018   2.10 031   2.41  056    2.18
2025-07-12 169 1699 Washington, D.C. - DC-4 11:30pm           33 018   2.10 031   2.41  056    2.18
2025-07-12 239 2239 Florida - Pick 4 Evening                  22 014   1.63 023   1.79  052    2.02
2025-07-12 239 2339 Texas - Daily 4 Night                     68 014   1.63 023   1.79  052    2.02
2025-07-12 245 2455 Tennessee - Cash 4 Midday                 12 013   1.52 031   2.41  052    2.02
2025-07-12 245 2445 Washington, D.C. - DC-4 7:50pm            60 013   1.52 031   2.41  052    2.02
2025-07-12 246 2446 Ontario - Pick 4 Evening                  46 021   2.45 027   2.10  050    1.94
2025-07-12 257 2577 Arkansas - Cash 4 Midday                  37 012   1.40 021   1.63  052    2.02
2025-07-12 258 2258 Mississippi - Cash 4 Midday               46 020   2.33 032   2.49  052    2.02
